Country Label,Pollutant,Last Updated,Value,Population
Mexico,PM2.5,2021,83.912384578,85424178274.0
Mexico,PM2.5,2022,56.0,86263961277.0
Mexico,PM2.5,2023,1471.8393022,87129202465.0
Mexico,SO2,2020,0.0026336,84589162779.0
Mexico,SO2,2021,0.044579887,85424178274.0
Mexico,SO2,2022,0.006,86263961277.0
Mexico,SO2,2023,0.57172174208,87129202465.0
Mongolia,CO,2017,821.0,81665929253.0
Mongolia,CO,2018,820.0,82660927479.0
Mongolia,CO,2019,177.0,83636337784.0
Mongolia,NO2,2018,43.0,82660927479.0
Mongolia,NO2,2019,1541.0,83636337784.0
Mongolia,NO2,2020,104.0,84589162779.0
Mongolia,O3,2018,173.0,82660927479.0
Mongolia,O3,2019,53.0,83636337784.0
Mongolia,PM10,2019,4559.0,83636337784.0
Mongolia,PM10,2020,332.0,84589162779.0
Mongolia,PM2.5,2016,29.6,80648414947.0
Mongolia,PM2.5,2019,1183.0,83636337784.0
Mongolia,SO2,2018,42.0,82660927479.0
Mongolia,SO2,2019,1330.0,83636337784.0
Mongolia,SO2,2020,103.0,84589162779.0
Montenegro,SO2,2023,15.2,87129202465.0
Morocco,PM2.5,2023,5.0,87129202465.0
Myanmar,O3,2021,0.012,85424178274.0
Netherlands,CO,2020,-1990.0,84589162779.0
Netherlands,CO,2021,-1990.0,85424178274.0
Netherlands,NO2,2016,-995.0,80648414947.0
Netherlands,NO2,2017,-995.0,81665929253.0
Netherlands,NO2,2018,-2985.0,82660927479.0
Netherlands,NO2,2019,-999.0,83636337784.0
Netherlands,NO2,2021,-1998.0,85424178274.0
Netherlands,O3,2017,-995.0,81665929253.0
Netherlands,O3,2018,-995.0,82660927479.0
Netherlands,O3,2021,-3992.0,85424178274.0
Netherlands,PM10,2016,-1990.0,80648414947.0
Netherlands,PM10,2017,-995.0,81665929253.0
Netherlands,PM10,2018,-2985.0,82660927479.0
Netherlands,PM10,2021,-2993.0,85424178274.0
Netherlands,PM2.5,2016,-995.0,80648414947.0
Netherlands,PM2.5,2018,-1990.0,82660927479.0
Netherlands,PM2.5,2021,-3996.0,85424178274.0
Nicaragua,PM2.5,2022,83.8,86263961277.0
Nicaragua,PM2.5,2023,34.900000000000006,87129202465.0
Nigeria,PM2.5,2020,0.1,84589162779.0
Norway,NO2,2017,46.44012261,81665929253.0
Norway,NO2,2018,81.262532138,82660927479.0
Norway,NO2,2019,26.07756,83636337784.0
Norway,NO2,2020,38.589189,84589162779.0
Norway,NO2,2021,34.579684,85424178274.0
Norway,NO2,2022,9.934782,86263961277.0
Norway,NO2,2023,81.799114,87129202465.0
Norway,O3,2018,86.0,82660927479.0
Norway,O3,2019,65.8,83636337784.0
Norway,PM10,2017,54.95822563,81665929253.0
Norway,PM10,2018,37.27222222,82660927479.0
Norway,PM10,2019,26.7,83636337784.0
Norway,PM10,2020,1522.991452,84589162779.0
Norway,PM10,2021,30.4,85424178274.0
Norway,PM10,2022,5.39,86263961277.0
Norway,PM10,2023,46.048283,87129202465.0
Norway,PM2.5,2017,30.970008357,81665929253.0
Norway,PM2.5,2018,26.439444444,82660927479.0
Norway,PM2.5,2019,4.7,83636337784.0
Norway,PM2.5,2020,3.841715,84589162779.0
Norway,PM2.5,2021,26.7,85424178274.0
Norway,PM2.5,2023,35.555327,87129202465.0
Norway,SO2,2018,1.6,82660927479.0
Norway,SO2,2022,16.528123,86263961277.0
Peru,CO,2017,8.2,81665929253.0
Peru,CO,2018,1654.85,82660927479.0
Peru,CO,2021,19216.5,85424178274.0
Peru,NO2,2017,0.2044,81665929253.0
Peru,NO2,2018,97.09,82660927479.0
Peru,NO2,2021,37.51,85424178274.0
Peru,O3,2017,0.0824,81665929253.0
Peru,O3,2018,47.18,82660927479.0
Peru,PM10,2018,152.26999999999998,82660927479.0
Peru,PM10,2021,110.13,85424178274.0
Peru,PM2.5,2016,49.4,80648414947.0
Peru,PM2.5,2018,40.84,82660927479.0
Peru,PM2.5,2021,37.34,85424178274.0
Peru,SO2,2017,0.0228,81665929253.0
Peru,SO2,2018,15.98,82660927479.0
Peru,SO2,2021,5.79,85424178274.0
Poland,BC,2018,0.90558,82660927479.0
Poland,BC,2019,2.14223,83636337784.0
Poland,BC,2020,6.57837,84589162779.0
Poland,BC,2021,15.37597,85424178274.0
Poland,BC,2022,11.32229,86263961277.0
Poland,BC,2023,4.72193,87129202465.0
Poland,CO,2017,17604.0,81665929253.0
Poland,CO,2018,1164.453,82660927479.0
Poland,CO,2019,2045.397,83636337784.0
Poland,CO,2020,6198.784001,84589162779.0
Poland,CO,2021,887.811,85424178274.0
Poland,CO,2022,2270.84,86263961277.0
Poland,CO,2023,4811.104,87129202465.0
Poland,NO2,2017,462.8,81665929253.0
Poland,NO2,2018,28.31156,82660927479.0
Poland,NO2,2019,60.00734,83636337784.0
Poland,NO2,2020,197.101819,84589162779.0
Poland,NO2,2021,147.94051,85424178274.0
Poland,NO2,2022,226.95415,86263961277.0
Poland,NO2,2023,158.11268,87129202465.0
Poland,O3,2017,175.9,81665929253.0
Poland,O3,2018,110.4536,82660927479.0
Poland,O3,2019,166.89780000000002,83636337784.0
Poland,O3,2020,514.342132,84589162779.0
Poland,O3,2021,97.3973,85424178274.0
Poland,O3,2022,323.0523,86263961277.0
Poland,O3,2023,194.52586,87129202465.0
Poland,PM10,2016,238.6,80648414947.0
Poland,PM10,2017,1511.3,81665929253.0
Poland,PM10,2018,155.917,82660927479.0
Poland,PM10,2019,247.9653,83636337784.0
Poland,PM10,2020,516.283,84589162779.0
Poland,PM10,2021,718.92577,85424178274.0
Poland,PM10,2022,505.93814,86263961277.0
Poland,PM10,2023,162.24126,87129202465.0
Poland,PM2.5,2017,1521.5,81665929253.0
Poland,PM2.5,2018,0.0,82660927479.0
Poland,PM2.5,2019,42.398700000000005,83636337784.0
Poland,PM2.5,2020,466.972,84589162779.0
Poland,PM2.5,2021,426.01971,85424178274.0
Poland,PM2.5,2022,317.65389,86263961277.0
Poland,PM2.5,2023,178.38831497,87129202465.0
Poland,SO2,2017,216.9,81665929253.0
Poland,SO2,2018,9.58635,82660927479.0
Poland,SO2,2019,29.820210000000003,83636337784.0
Poland,SO2,2020,129.02661799999998,84589162779.0
Poland,SO2,2021,27.47464,85424178274.0
Poland,SO2,2022,914.29127,86263961277.0
Poland,SO2,2023,121.86608,87129202465.0
Poland,TEMPERATURE,2023,7.712351163,87129202465.0
Portugal,O3,2019,0.0,83636337784.0
Portugal,PM10,2019,0.0,83636337784.0
Portugal,PM2.5,2019,0.0,83636337784.0
Portugal,PM2.5,2023,24.651785771,87129202465.0
Portugal,SO2,2019,0.0,83636337784.0
Portugal,SO2,2020,17.0,84589162779.0
Portugal,SO2,2021,18.0,85424178274.0
Portugal,TEMPERATURE,2023,23.57846721,87129202465.0
Puerto Rico,O3,2019,0.031,83636337784.0
Puerto Rico,PM10,2022,0.0,86263961277.0
Puerto Rico,PM2.5,2022,102.8,86263961277.0
Romania,CO,2023,5640.8932700000005,87129202465.0
Romania,NO2,2021,10.04912924,85424178274.0
Romania,NO2,2022,1010.51315587,86263961277.0
Romania,NO2,2023,364.28106236,87129202465.0
Romania,O3,2022,3056.12932088,86263961277.0
Romania,O3,2023,1002.97341705,87129202465.0
Romania,PM10,2023,4062.0331675,87129202465.0
Romania,PM2.5,2023,5.59703333,87129202465.0
Romania,SO2,2022,51.638356470000005,86263961277.0
Romania,SO2,2023,112.64925695,87129202465.0
Russian Federation,CO,2017,14340.0,81665929253.0
Russian Federation,CO,2020,600.0,84589162779.0
Russian Federation,CO,2021,600.0,85424178274.0
Russian Federation,NO2,2017,1121.7,81665929253.0
Russian Federation,NO2,2019,5.21179,83636337784.0
Russian Federation,NO2,2020,10.0,84589162779.0
Russian Federation,NO2,2021,16.0,85424178274.0
Russian Federation,O3,2020,136.0,84589162779.0
Russian Federation,O3,2021,86.0,85424178274.0
Russian Federation,PM10,2017,333.0,81665929253.0
Russian Federation,PM10,2019,12.017,83636337784.0
Russian Federation,PM10,2020,40.0,84589162779.0
Russian Federation,PM10,2021,33.0,85424178274.0
Russian Federation,PM2.5,2019,11.4357,83636337784.0
Russian Federation,PM2.5,2020,27.0,84589162779.0
Russian Federation,PM2.5,2021,12.0,85424178274.0
Russian Federation,SO2,2017,79.89999999999999,81665929253.0
Russian Federation,SO2,2020,11.0,84589162779.0
Russian Federation,SO2,2021,11.0,85424178274.0
Rwanda,CO,2023,-0.999,87129202465.0
Rwanda,NO2,2023,-0.999,87129202465.0
Rwanda,PM10,2023,0.0,87129202465.0
Rwanda,PM2.5,2023,0.0,87129202465.0
Saudi Arabia,CO,2023,1457.755,87129202465.0
Saudi Arabia,NO2,2023,11.971,87129202465.0
Saudi Arabia,PM10,2023,39.861,87129202465.0
Saudi Arabia,PM2.5,2019,23.0,83636337784.0
Saudi Arabia,PM2.5,2021,41.0,85424178274.0
Saudi Arabia,PM2.5,2022,311.0,86263961277.0
Saudi Arabia,PM2.5,2023,22.323,87129202465.0
Saudi Arabia,SO2,2023,13.922,87129202465.0
Serbia and Montenegro,PM2.5,2023,14.0,87129202465.0
South Africa,CO,2021,0.6839999999999999,85424178274.0
South Africa,CO,2022,-19967.326,86263961277.0
South Africa,CO,2023,83.015,87129202465.0
South Africa,NO,2023,-5.7845960000000005,87129202465.0
South Africa,NO2,2021,0.063984,85424178274.0
South Africa,NO2,2022,-0.36562,86263961277.0
South Africa,NO2,2023,-8.690221000000001,87129202465.0
South Africa,NOX,2023,-9.216467,87129202465.0
South Africa,O3,2021,0.0183429999999999,85424178274.0
South Africa,O3,2022,0.221219,86263961277.0
South Africa,O3,2023,5.846403999999999,87129202465.0
South Africa,PM10,2017,3.0,81665929253.0
South Africa,PM10,2019,41.0,83636337784.0
South Africa,PM10,2021,281.743,85424178274.0
South Africa,PM10,2022,4820.717,86263961277.0
South Africa,PM10,2023,-4005.462,87129202465.0
South Africa,PM2.5,2021,93.502,85424178274.0
South Africa,PM2.5,2022,2267.566,86263961277.0
South Africa,PM2.5,2023,-6655.232,87129202465.0
South Africa,SO2,2019,-0.094,83636337784.0
South Africa,SO2,2021,0.009097,85424178274.0
South Africa,SO2,2022,0.09288,86263961277.0
South Africa,SO2,2023,-11.505807,87129202465.0
Spain,CO,2016,500.0,80648414947.0
Spain,CO,2017,50100.0,81665929253.0
Spain,CO,2018,1700.0,82660927479.0
Spain,CO,2020,1910.0,84589162779.0
Spain,CO,2022,1709.0,86263961277.0
Spain,CO,2023,3100.0,87129202465.0
Spain,NO,2023,154.9,87129202465.0
Spain,NO2,2017,26.0,81665929253.0
Spain,NO2,2018,38.0,82660927479.0
Spain,NO2,2019,19.9,83636337784.0
Spain,NO2,2020,51.0,84589162779.0
Spain,NO2,2021,32.0,85424178274.0
Spain,NO2,2022,221.4,86263961277.0
Spain,NO2,2023,45.0,87129202465.0
Spain,NOX,2023,130.0,87129202465.0
Spain,O3,2017,56.0,81665929253.0
Spain,O3,2018,73.63,82660927479.0
Spain,O3,2019,63.0,83636337784.0
Spain,O3,2020,152.0,84589162779.0
Spain,O3,2021,232.0,85424178274.0
Spain,O3,2022,328.0,86263961277.0
Spain,O3,2023,366.0,87129202465.0
Spain,PM10,2017,11.0,81665929253.0
Spain,PM10,2019,104.0,83636337784.0
Spain,PM10,2020,88.91,84589162779.0
Spain,PM10,2021,15.0,85424178274.0
Spain,PM10,2022,142.73000000000002,86263961277.0
Spain,PM10,2023,174.51,87129202465.0
Spain,PM2.5,2017,2.0,81665929253.0
Spain,PM2.5,2018,18.1,82660927479.0
Spain,PM2.5,2019,0.0,83636337784.0
Spain,PM2.5,2020,16.0,84589162779.0
Spain,PM2.5,2021,53.0,85424178274.0
Spain,PM2.5,2022,21.3,86263961277.0
Spain,PM2.5,2023,12.0,87129202465.0
Spain,SO2,2017,6.0,81665929253.0
Spain,SO2,2018,39.0,82660927479.0
Spain,SO2,2019,8.4,83636337784.0
Spain,SO2,2020,20.8,84589162779.0
Spain,SO2,2021,17.3,85424178274.0
Spain,SO2,2022,60.8,86263961277.0
Spain,SO2,2023,41.0,87129202465.0
"Sudan, The Republic of",PM2.5,2023,-1975.0,87129202465.0
Switzerland,NO2,2016,77.0,80648414947.0
Switzerland,NO2,2018,10.2542,82660927479.0
Switzerland,NO2,2021,25.8977,85424178274.0
Switzerland,O3,2018,20.2127,82660927479.0
Switzerland,O3,2021,54.6271,85424178274.0
Switzerland,PM10,2018,13.7511,82660927479.0
Switzerland,SO2,2021,0.3434,85424178274.0
"Taiwan, China",CO,2017,0.64,81665929253.0
"Taiwan, China",CO,2018,2.0500000000000003,82660927479.0
"Taiwan, China",CO,2021,16.84,85424178274.0
"Taiwan, China",NO2,2017,0.0195,81665929253.0
"Taiwan, China",NO2,2018,0.0277,82660927479.0
"Taiwan, China",NO2,2021,0.4895,85424178274.0
"Taiwan, China",O3,2017,0.089,81665929253.0
"Taiwan, China",O3,2018,0.128,82660927479.0
"Taiwan, China",O3,2021,3.0554,85424178274.0
"Taiwan, China",PM10,2017,72.0,81665929253.0
"Taiwan, China",PM10,2018,97.0,82660927479.0
"Taiwan, China",PM10,2021,1914.0,85424178274.0
"Taiwan, China",PM2.5,2017,22.0,81665929253.0
"Taiwan, China",PM2.5,2018,62.0,82660927479.0
"Taiwan, China",PM2.5,2021,873.0,85424178274.0
"Taiwan, China",SO2,2017,0.0048,81665929253.0
"Taiwan, China",SO2,2018,0.0040999999999999,82660927479.0
"Taiwan, China",SO2,2021,0.1876,85424178274.0
Thailand,CO,2018,7.23,82660927479.0
Thailand,CO,2019,3.12,83636337784.0
Thailand,CO,2020,167.4,84589162779.0
Thailand,CO,2021,1993.64,85424178274.0
Thailand,CO,2022,18.52,86263961277.0
Thailand,CO,2023,10.04,87129202465.0
Thailand,NO2,2018,0.053,82660927479.0
Thailand,NO2,2019,0.009,83636337784.0
Thailand,NO2,2020,0.326,84589162779.0
Thailand,NO2,2021,0.088,85424178274.0
Thailand,NO2,2022,0.184,86263961277.0
Thailand,NO2,2023,0.137,87129202465.0
Thailand,O3,2018,0.025,82660927479.0
Thailand,O3,2019,0.041,83636337784.0
Thailand,O3,2020,1.405,84589162779.0
Thailand,O3,2021,0.1609999999999999,85424178274.0
Thailand,O3,2022,0.448,86263961277.0
Thailand,O3,2023,0.344,87129202465.0
Thailand,PM10,2019,96.0,83636337784.0
Thailand,PM10,2020,1112.0,84589162779.0
Thailand,PM10,2021,114.0,85424178274.0
Thailand,PM10,2022,1888.0,86263961277.0
Thailand,PM10,2023,1535.0,87129202465.0
Thailand,PM2.5,2021,84.0,85424178274.0
Thailand,PM2.5,2022,179.0,86263961277.0
Thailand,PM2.5,2023,437.137499681,87129202465.0
Thailand,SO2,2019,0.423,83636337784.0
Thailand,SO2,2020,0.147,84589162779.0
Thailand,SO2,2021,0.003,85424178274.0
Thailand,SO2,2022,0.21,86263961277.0
Thailand,SO2,2023,0.029,87129202465.0
Thailand,TEMPERATURE,2023,50.75416644,87129202465.0
Trinidad and Tobago,CO,2023,1639.575169434,87129202465.0
Trinidad and Tobago,NO2,2023,44.05180629,87129202465.0
Trinidad and Tobago,O3,2023,63.143050907,87129202465.0
Trinidad and Tobago,PM10,2023,134.880000003,87129202465.0
Trinidad and Tobago,PM2.5,2023,30.066666666,87129202465.0
Trinidad and Tobago,SO2,2023,6.227981561,87129202465.0
Turkey,CO,2016,17688.0,80648414947.0
Turkey,CO,2017,8408.0,81665929253.0
Turkey,CO,2018,1319.0,82660927479.0
Turkey,CO,2021,253.24,85424178274.0
Turkey,CO,2022,30396138.44,86263961277.0
Turkey,CO,2023,171168.053,87129202465.0
Turkey,NO2,2016,355.0,80648414947.0
Turkey,NO2,2017,349.63,81665929253.0
Turkey,NO2,2018,418.0,82660927479.0
Turkey,NO2,2022,2254.87,86263961277.0
Turkey,NO2,2023,8555.772,87129202465.0
Turkey,O3,2016,189.0,80648414947.0
Turkey,O3,2017,696.0,81665929253.0
Turkey,O3,2018,747.0,82660927479.0
Turkey,O3,2022,674.544,86263961277.0
Turkey,O3,2023,9381.007,87129202465.0
Turkey,PM10,2016,910.0,80648414947.0
Turkey,PM10,2017,1045.0,81665929253.0
Turkey,PM10,2018,721.0,82660927479.0
Turkey,PM10,2022,944.36,86263961277.0
Turkey,PM10,2023,14243.853,87129202465.0
Turkey,PM2.5,2022,375.506,86263961277.0
Turkey,PM2.5,2023,2809.775,87129202465.0
Turkey,SO2,2016,470.0,80648414947.0
Turkey,SO2,2017,822.0,81665929253.0
Turkey,SO2,2018,126.0,82660927479.0
Turkey,SO2,2022,360.682,86263961277.0
Turkey,SO2,2023,4688.743,87129202465.0
Turkmenistan,PM2.5,2023,-999.0,87129202465.0
USSR,PM2.5,2023,23.0,87129202465.0
Uganda,PM2.5,2023,-999.0,87129202465.0
United Arab Emirates,PM2.5,2023,90.2,87129202465.0
United Kingdom,NO2,2016,64.0,80648414947.0
United Kingdom,NO2,2017,52.0,81665929253.0
United Kingdom,NO2,2019,29.0,83636337784.0
United Kingdom,NO2,2020,13.0,84589162779.0
United Kingdom,NO2,2021,127.9,85424178274.0
United Kingdom,NO2,2022,277.6,86263961277.0
United Kingdom,NO2,2023,538.2,87129202465.0
United Kingdom,O3,2016,296.0,80648414947.0
United Kingdom,O3,2017,60.0,81665929253.0
United Kingdom,O3,2019,71.0,83636337784.0
United Kingdom,O3,2020,4.0,84589162779.0
United Kingdom,O3,2021,137.9,85424178274.0
United Kingdom,O3,2022,273.1,86263961277.0
United Kingdom,O3,2023,460.6,87129202465.0
United Kingdom,PM10,2016,26.0,80648414947.0
United Kingdom,PM10,2017,5.0,81665929253.0
United Kingdom,PM10,2021,62.6,85424178274.0
United Kingdom,PM10,2022,238.6,86263961277.0
United Kingdom,PM10,2023,228.6,87129202465.0
United Kingdom,PM2.5,2016,33.0,80648414947.0
United Kingdom,PM2.5,2017,14.0,81665929253.0
United Kingdom,PM2.5,2021,17.0,85424178274.0
United Kingdom,PM2.5,2022,32.6,86263961277.0
United Kingdom,PM2.5,2023,123.4424986,87129202465.0
United Kingdom,SO2,2016,12.0,80648414947.0
United Kingdom,SO2,2023,6.2,87129202465.0
United Kingdom,TEMPERATURE,2023,53.723333880000006,87129202465.0
United States,BC,2018,0.43,82660927479.0
United States,BC,2019,-0.03,83636337784.0
United States,BC,2021,3.24,85424178274.0
United States,BC,2023,8.62,87129202465.0
United States,CO,2016,4.6,80648414947.0
United States,CO,2017,6.25,81665929253.0
United States,CO,2018,5.76,82660927479.0
United States,CO,2019,6.09,83636337784.0
United States,CO,2020,5.163486937,84589162779.0
United States,CO,2021,2.19,85424178274.0
United States,CO,2022,2.4,86263961277.0
United States,CO,2023,43.7,87129202465.0
United States,NO,2020,0.007021218,84589162779.0
United States,NO,2023,0.4181,87129202465.0
United States,NO2,2016,0.0904,80648414947.0
United States,NO2,2017,0.112,81665929253.0
United States,NO2,2018,0.199,82660927479.0
United States,NO2,2019,0.205,83636337784.0
United States,NO2,2020,0.106495236,84589162779.0
United States,NO2,2021,0.076,85424178274.0
United States,NO2,2022,0.146,86263961277.0
United States,NO2,2023,1.6145,87129202465.0
United States,NOX,2023,1.345,87129202465.0
United States,O3,2016,3.842,80648414947.0
United States,O3,2017,1.403,81665929253.0
United States,O3,2018,1.071,82660927479.0
United States,O3,2019,2.457,83636337784.0
United States,O3,2020,1.037,84589162779.0
United States,O3,2021,1.082,85424178274.0
United States,O3,2022,4.660215806,86263961277.0
United States,O3,2023,57.756,87129202465.0
United States,PM10,2016,324.0,80648414947.0
United States,PM10,2017,374.0,81665929253.0
United States,PM10,2018,307.0,82660927479.0
United States,PM10,2019,729.0,83636337784.0
United States,PM10,2020,399.3,84589162779.0
United States,PM10,2021,774.7,85424178274.0
United States,PM10,2022,1957.0,86263961277.0
United States,PM10,2023,9890.0,87129202465.0
United States,PM2.5,2014,12.1,78610906768.0
United States,PM2.5,2016,311.2,80648414947.0
United States,PM2.5,2017,935.1,81665929253.0
United States,PM2.5,2018,1625.9,82660927479.0
United States,PM2.5,2019,1367.2,83636337784.0
United States,PM2.5,2020,2126.0,84589162779.0
United States,PM2.5,2021,925.9,85424178274.0
United States,PM2.5,2022,3094.1,86263961277.0
United States,PM2.5,2023,8715.5,87129202465.0
United States,SO2,2016,0.0043,80648414947.0
United States,SO2,2017,0.011,81665929253.0
United States,SO2,2018,0.186,82660927479.0
United States,SO2,2019,0.002,83636337784.0
United States,SO2,2020,0.015,84589162779.0
United States,SO2,2021,0.011,85424178274.0
United States,SO2,2022,0.031026269,86263961277.0
United States,SO2,2023,0.1421,87129202465.0
Uzbekistan,O3,2023,0.011,87129202465.0
Uzbekistan,PM2.5,2023,14.0,87129202465.0
Viet Nam,PM2.5,2015,36.9,79630046741.0
Viet Nam,PM2.5,2016,41.1,80648414947.0
West Bank and Gaza Strip,CO,2019,1.2999999999999998,83636337784.0
West Bank and Gaza Strip,NO2,2019,0.0554,83636337784.0
West Bank and Gaza Strip,O3,2019,0.0305,83636337784.0
West Bank and Gaza Strip,SO2,2019,0.0007999999999999,83636337784.0
